"2021-08-14 19:02:35",24.05,"mph","media/images/speed-20210814-1901/speed-20210814-1902355.jpg",170,85,54,37,1998,"None",",'None',"
"2021-08-14 19:03:14",28.66,"mph","media/images/speed-20210814-1901/speed-20210814-1903142.jpg",69,77,39,47,1833,"None",",'None',"
"2021-08-14 19:03:38",25.22,"mph","media/images/speed-20210814-1901/speed-20210814-1903380.jpg",76,97,44,42,1848,"None",",'None',"
"2021-08-14 19:05:07",22.74,"mph","media/images/speed-20210814-1901/speed-20210814-1905071.jpg",146,84,58,43,2494,"None",",'None',"
"2021-08-14 19:05:54",26.65,"mph","media/images/speed-20210814-1901/speed-20210814-1905542.jpg",74,84,41,51,2091,"None",",'None',"
"2021-08-14 19:06:08",24.93,"mph","media/images/speed-20210814-1901/speed-20210814-1906087.jpg",77,98,45,51,2295,"None",",'None',"
"2021-08-14 19:06:25",27.80,"mph","media/images/speed-20210814-1901/speed-20210814-1906252.jpg",73,97,37,45,1665,"None",",'None',"
"2021-08-14 19:06:39",23.61,"mph","media/images/speed-20210814-1901/speed-20210814-1906393.jpg",160,84,58,33,1914,"None",",'None',"
"2021-08-14 19:06:57",34.97,"mph","media/images/speed-20210814-1901/speed-20210814-1906571.jpg",39,96,42,49,2058,"None",",'None',"
"2021-08-14 19:08:07",28.37,"mph","media/images/speed-20210814-1901/speed-20210814-1908071.jpg",69,100,40,54,2160,"None",",'None',"
"2021-08-14 19:08:46",25.07,"mph","media/images/speed-20210814-1901/speed-20210814-1908460.jpg",169,84,59,40,2360,"None",",'None',"
"2021-08-14 19:08:49",31.77,"mph","media/images/speed-20210814-1901/speed-20210814-1908490.jpg",181,83,59,40,2360,"None",",'None',"
"2021-08-14 19:09:20",16.91,"mph","media/images/speed-20210814-1901/speed-20210814-1909207.jpg",117,54,49,48,2352,"None",",'None',"
"2021-08-14 19:10:38",23.61,"mph","media/images/speed-20210814-1901/speed-20210814-1910388.jpg",162,82,60,38,2280,"None",",'None',"
"2021-08-14 19:11:16",21.78,"mph","media/images/speed-20210814-1901/speed-20210814-1911161.jpg",87,86,47,49,2303,"None",",'None',"
"2021-08-14 19:11:39",27.80,"mph","media/images/speed-20210814-1901/speed-20210814-1911393.jpg",68,97,43,44,1892,"None",",'None',"
"2021-08-14 19:11:40",28.09,"mph","media/images/speed-20210814-1901/speed-20210814-1911407.jpg",70,82,40,41,1640,"None",",'None',"
"2021-08-14 19:12:30",24.65,"mph","media/images/speed-20210814-1901/speed-20210814-1912299.jpg",86,91,37,41,1517,"None",",'None',"
"2021-08-14 19:12:35",30.09,"mph","media/images/speed-20210814-1901/speed-20210814-1912351.jpg",52,98,48,49,2352,"None",",'None',"
"2021-08-14 19:13:32",24.84,"mph","media/images/speed-20210814-1901/speed-20210814-1913329.jpg",58,98,44,43,1892,"None",",'None',"
"2021-08-14 19:13:40",23.50,"mph","media/images/speed-20210814-1901/speed-20210814-1913407.jpg",85,83,41,51,2091,"None",",'None',"
